Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.07,-0.33,79.2,1771495065,-,-,-,-,-,-,-,34.3984500,-119.8490000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.4,79.2,1771495051,0.79,6.82,6.14,242.01,23.709,233.556,32.322,34.39843,-119.84898,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.4,79.2,1771493251,0.82,7.3,6.2,237.937,20.586,233.461,31.843,34.39835,-119.84887,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,78.4,1771491466,-,-,-,-,-,-,-,34.3983667,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,78.4,1771491451,0.82,7.3,6.24,242.152,20.257,233.624,32.519,34.39838,-119.84865,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,78.4,1771489651,0.83,6.4,6.1,248.85,21.962,234.845,34.701,34.39840,-119.84858,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.53,79.2,1771487866,-,-,-,-,-,-,-,34.3983833,-119.8485500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,79.2,1771487851,0.87,9.3,6.08,227.44,24.433,231.514,35.852,34.39838,-119.84855,-,-,-,-,-,-,-,-,-,1.60,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,79.2,1771486051,0.89,7.86,6.02,232.047,28.192,227.807,37.105,34.39838,-119.84850,-,-,-,-,-,-,-,-,-,2.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,79.2,1771484265,-,-,-,-,-,-,-,34.3984667,-119.8484833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,79.2,1771484251,0.92,7.86,5.94,236.361,23.011,232.624,36.499,34.39847,-119.84848,-,-,-,-,-,-,-,-,-,2.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,79.2,1771482451,0.96,10.24,5.46,218.954,33.074,230.782,38.996,34.39843,-119.84848,-,-,-,-,-,-,-,-,-,4.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,79.2,1771480666,-,-,-,-,-,-,-,34.3984167,-119.8484833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,79.2,1771480651,1.03,8.52,5.22,230.393,29.456,233.762,39.504,34.39842,-119.84847,-,-,-,-,-,-,-,-,-,4.80,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,79.2,1771478851,0.94,9.3,5.74,231.434,32.524,233.056,39.734,34.39850,-119.84847,-,-,-,-,-,-,-,-,-,3.60,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,78.4,1771477065,-,-,-,-,-,-,-,34.3985000,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,78.4,1771477051,0.93,7.3,5.64,238.537,27.375,232.259,38.746,34.39848,-119.84845,-,-,-,-,-,-,-,-,-,3.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,78.4,1771475251,0.95,11.36,5.84,210.379,27.213,228.828,38.3,34.39848,-119.84845,-,-,-,-,-,-,-,-,-,3.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.55,77.6,1771473466,-,-,-,-,-,-,-,34.3984833,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,76.8,1771473451,0.98,8.52,5.7,230.93,23.399,232.492,37.142,34.39848,-119.84845,-,-,-,-,-,-,-,-,-,3.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,76.8,1771471651,0.98,9.3,5.46,225.858,28.39,234.036,38.093,34.39850,-119.84845,-,-,-,-,-,-,-,-,-,4.00,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,76.8,1771469866,-,-,-,-,-,-,-,34.3985167,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,76.8,1771469851,1.01,10.24,5.34,215.177,29.545,231.386,39.332,34.39852,-119.84845,-,-,-,-,-,-,-,-,-,5.20,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,76.8,1771468051,1.08,8.52,5.02,220.631,33.836,232.371,41.468,34.39853,-119.84845,-,-,-,-,-,-,-,-,-,6.00,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,73.6,1771466265,-,-,-,-,-,-,-,34.3985833,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,73.6,1771466251,1.02,7.3,4.82,227.132,37.986,232.587,44.27,34.39860,-119.84845,-,-,-,-,-,-,-,-,-,6.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,73.6,1771464451,1.05,8.52,5.1,220.554,39.131,231.466,44.856,34.39860,-119.84845,-,-,-,-,-,-,-,-,-,6.40,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.35,68,1771462666,-,-,-,-,-,-,-,34.3986000,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.51,68,1771462651,1.05,9.3,5.08,218.384,36.966,231.427,44.09,34.39860,-119.84845,-,-,-,-,-,-,-,-,-,6.80,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.51,68,1771460851,1.07,9.3,5.28,214.472,36.737,228.475,42.113,34.39858,-119.84845,-,-,-,-,-,-,-,-,-,6.80,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.35,63.2,1771459065,-,-,-,-,-,-,-,34.3985667,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.42,63.2,1771459051,1.11,8.52,5.36,228.757,33.082,233.663,39.925,34.39857,-119.84847,-,-,-,-,-,-,-,-,-,6.00,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.42,63.2,1771457251,1.13,9.3,5.64,223.975,27.075,233.675,36.056,34.39857,-119.84847,-,-,-,-,-,-,-,-,-,5.60,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771455465,-,-,-,-,-,-,-,34.3986167,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771455451,1.12,8.52,5.62,233.776,22.96,234.825,33.764,34.39862,-119.84855,-,-,-,-,-,-,-,-,-,5.60,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771453651,1.12,7.86,5.54,236.244,20.517,235.602,33.012,34.39862,-119.84858,-,-,-,-,-,-,-,-,-,4.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771451865,-,-,-,-,-,-,-,34.3985167,-119.8487167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771451851,1.17,7.3,5.48,241.32,16.338,237.199,34.279,34.39852,-119.84872,-,-,-,-,-,-,-,-,-,5.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771450051,1.19,7.86,5.78,236.473,17.723,234.824,31.725,34.39843,-119.84897,-,-,-,-,-,-,-,-,-,4.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771448264,-,-,-,-,-,-,-,34.3983833,-119.8490000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771448251,1.18,9.3,5.8,231.819,21.219,233.104,31.561,34.39837,-119.84900,-,-,-,-,-,-,-,-,-,3.60,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,54.4,1771446451,1.19,8.52,5.7,235.389,21.802,232.452,32.199,34.39837,-119.84902,-,-,-,-,-,-,-,-,-,4.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,55.2,1771444665,-,-,-,-,-,-,-,34.3983333,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,55.2,1771444651,1.2,7.86,5.66,233.323,21.255,232.167,34.909,34.39833,-119.84897,-,-,-,-,-,-,-,-,-,6.00,285.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,55.2,1771442851,1.25,8.52,5.96,230.514,22.803,230.768,33.864,34.39833,-119.84897,-,-,-,-,-,-,-,-,-,4.80,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.58,57.6,1771440553,-,-,-,-,-,-,-,34.3983167,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.52,57.6,1771440541,1.24,8.52,6.16,232.846,18.683,231.918,33.207,34.39832,-119.84897,-,-,-,-,-,-,-,-,-,5.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.52,57.6,1771438741,1.23,9.3,6.24,228.954,19.466,226.912,33.553,34.39832,-119.84893,-,-,-,-,-,-,-,-,-,4.40,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.87,63.2,1771436954,-,-,-,-,-,-,-,34.3982667,-119.8486833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.16,63.2,1771436941,1.17,9.3,6.28,228.382,25.338,227.314,34.203,34.39828,-119.84867,-,-,-,-,-,-,-,-,-,3.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.16,63.2,1771435141,1.17,10.24,6.56,222.774,22.111,225.821,34.325,34.39835,-119.84852,-,-,-,-,-,-,-,-,-,3.20,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.8,70.4,1771433353,-,-,-,-,-,-,-,34.3984000,-119.8484833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.09,70.4,1771433341,1.16,10.24,6.42,226.831,24.482,226.801,34.95,34.39843,-119.84848,-,-,-,-,-,-,-,-,-,3.20,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.09,70.4,1771431541,1.18,8.52,6.84,230.505,22.604,225.995,32.834,34.39845,-119.84847,-,-,-,-,-,-,-,-,-,2.00,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.77,77.6,1771429753,-,-,-,-,-,-,-,34.3984500,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.87,77.6,1771429741,1.17,8.52,6.68,226.649,20.342,226.239,33.308,34.39845,-119.84847,-,-,-,-,-,-,-,-,-,2.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.87,77.6,1771427941,1.17,10.24,6.46,221.602,27.322,225.77,34.127,34.39843,-119.84847,-,-,-,-,-,-,-,-,-,2.80,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.29,81.6,1771426153,-,-,-,-,-,-,-,34.3984667,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.37,81.6,1771426141,1.14,10.24,6.34,215.716,28.753,223.964,35.998,34.39847,-119.84845,-,-,-,-,-,-,-,-,-,2.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.37,81.6,1771424341,1.27,10.24,6.56,221.464,24.59,224.76,33.933,34.39847,-119.84845,-,-,-,-,-,-,-,-,-,2.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.47,82.4,1771422553,-,-,-,-,-,-,-,34.3984667,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,82.4,1771422541,1.31,8.52,6.08,226.672,25.58,230.142,33.88,34.39845,-119.84845,-,-,-,-,-,-,-,-,-,3.60,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,82.4,1771420741,1.4,10.24,6.1,219.38,24.234,230.903,34.38,34.39845,-119.84845,-,-,-,-,-,-,-,-,-,4.00,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.32,82.4,1771418954,-,-,-,-,-,-,-,34.3984500,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,82.4,1771418941,1.5,7.86,6.02,233.441,25.709,232.819,33.589,34.39843,-119.84847,-,-,-,-,-,-,-,-,-,4.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,82.4,1771417141,1.46,9.3,5.78,229.438,21.59,235.211,32.976,34.39840,-119.84848,-,-,-,-,-,-,-,-,-,5.60,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,83.2,1771415352,-,-,-,-,-,-,-,34.3984167,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,83.2,1771415341,1.67,8.52,5.82,223.878,27.735,231.764,42.738,34.39842,-119.84847,-,-,-,-,-,-,-,-,-,7.20,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,83.2,1771413541,1.6,8.52,5.72,227.27,22.209,231.619,34.801,34.39842,-119.84847,-,-,-,-,-,-,-,-,-,7.60,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,83.2,1771411753,-,-,-,-,-,-,-,34.3984167,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,83.2,1771411741,1.62,9.3,5.98,227.035,23.617,229.185,33.989,34.39840,-119.84848,-,-,-,-,-,-,-,-,-,5.20,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,83.2,1771409941,1.47,7.86,5.9,227.657,22.272,230.264,33.527,34.39837,-119.84850,-,-,-,-,-,-,-,-,-,6.80,291.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,82.4,1771408153,-,-,-,-,-,-,-,34.3983667,-119.8485000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,82.4,1771408141,1.54,6.82,5.94,237.387,24.488,230.203,33.33,34.39838,-119.84848,-,-,-,-,-,-,-,-,-,4.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,82.4,1771406341,1.68,9.3,5.88,231.378,20.914,231.236,32.416,34.39840,-119.84847,-,-,-,-,-,-,-,-,-,6.00,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,82.4,1771404553,-,-,-,-,-,-,-,34.3984333,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,82.4,1771404541,1.75,7.3,5.82,237.272,25.103,235.631,33.97,34.39843,-119.84847,-,-,-,-,-,-,-,-,-,6.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,82.4,1771402741,1.8,7.86,5.7,233.509,23.545,234.392,32.972,34.39842,-119.84847,-,-,-,-,-,-,-,-,-,5.60,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,82.4,1771400953,-,-,-,-,-,-,-,34.3984167,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,82.4,1771400941,1.92,7.86,5.54,232.743,29.542,234.27,40.79,34.39843,-119.84845,-,-,-,-,-,-,-,-,-,9.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,82.4,1771399141,1.83,6.02,5.48,235.356,33.356,230.011,41.012,34.39853,-119.84845,-,-,-,-,-,-,-,-,-,8.00,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,81.6,1771397354,-,-,-,-,-,-,-,34.3985333,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,81.6,1771397341,1.74,6.02,5.34,241.268,32.016,231.127,41.453,34.39852,-119.84845,-,-,-,-,-,-,-,-,-,8.00,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,81.6,1771395541,1.75,8.52,5.18,234.825,33.764,230.332,42.187,34.39853,-119.84845,-,-,-,-,-,-,-,-,-,9.60,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,81.6,1771393754,-,-,-,-,-,-,-,34.3986000,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,81.6,1771393741,1.83,8.52,5.58,236.476,31.978,234.19,42.998,34.39862,-119.84847,-,-,-,-,-,-,-,-,-,8.00,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,81.6,1771391941,1.62,5.38,5.04,241.124,37.002,235.284,45.735,34.39863,-119.84847,-,-,-,-,-,-,-,-,-,7.60,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,80.8,1771390154,-,-,-,-,-,-,-,34.3985833,-119.8484500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.43,80.8,1771390141,1.62,6.02,5.32,241.747,36.126,232.54,42.75,34.39860,-119.84847,-,-,-,-,-,-,-,-,-,7.60,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.43,80.8,1771388341,1.58,7.86,5.24,234.799,35.108,233.371,40.88,34.39860,-119.84847,-,-,-,-,-,-,-,-,-,7.20,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,80,1771386554,-,-,-,-,-,-,-,34.3986000,-119.8484667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,80,1771386541,1.52,5.12,4.94,231.896,32.934,233.412,40.023,34.39860,-119.84847,-,-,-,-,-,-,-,-,-,8.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,80,1771384741,1.44,5.12,4.84,240.871,36.124,231.449,42.398,34.39860,-119.84847,-,-,-,-,-,-,-,-,-,7.60,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,79.2,1771382953,-,-,-,-,-,-,-,34.3986000,-119.8484833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,79.2,1771382941,1.35,4.64,4.78,240.044,37.053,234.335,43.189,34.39862,-119.84848,-,-,-,-,-,-,-,-,-,8.00,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,79.2,1771381141,1.3,4.64,4.72,248.411,33.256,237.535,43.619,34.39863,-119.84850,-,-,-,-,-,-,-,-,-,7.60,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.35,77.6,1771379353,-,-,-,-,-,-,-,34.3986333,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,77.6,1771379341,1.18,8.52,4.78,228.536,41.347,231.276,45.631,34.39863,-119.84852,-,-,-,-,-,-,-,-,-,7.20,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,77.6,1771377541,1.17,8.52,5.18,233.183,31.904,233.995,41.451,34.39867,-119.84857,-,-,-,-,-,-,-,-,-,6.00,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.21,74.4,1771375754,-,-,-,-,-,-,-,34.3986667,-119.8486333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.14,74.4,1771375741,1.17,11.36,5.5,217.368,25.581,232.608,36.814,34.39868,-119.84865,-,-,-,-,-,-,-,-,-,4.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.14,74.4,1771373941,1.18,9.3,5.12,226.987,23.331,234.182,37.273,34.39868,-119.84870,-,-,-,-,-,-,-,-,-,6.00,200.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.22,71.2,1771372153,-,-,-,-,-,-,-,34.3986500,-119.8488500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.26,71.2,1771372141,1.17,7.3,5.04,237.354,24.598,234.672,35.657,34.39865,-119.84887,-,-,-,-,-,-,-,-,-,6.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.26,71.2,1771370341,1.17,7.3,5.22,239.079,25.892,235.752,35.534,34.39853,-119.84908,-,-,-,-,-,-,-,-,-,6.00,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.14,63.2,1771368554,-,-,-,-,-,-,-,34.3985167,-119.8491833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,63.2,1771368541,1.15,7.3,5.32,237.586,25.512,234.816,35.235,34.39853,-119.84918,-,-,-,-,-,-,-,-,-,5.60,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,63.2,1771366741,1.11,7.86,5.48,232.168,22.978,233.988,37.739,34.39858,-119.84918,-,-,-,-,-,-,-,-,-,5.60,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,63.2,1771368541,1.15,7.3,5.32,237.586,25.512,234.816,35.235,34.39853,-119.84918,-,-,-,-,-,-,-,-,-,5.60,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,63.2,1771366741,1.11,7.86,5.48,232.168,22.978,233.988,37.739,34.39858,-119.84918,-,-,-,-,-,-,-,-,-,5.60,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771362255,-,-,-,-,-,-,-,34.3984833,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771362241,1.15,7.3,5.86,227.426,29.719,234.845,34.701,34.39850,-119.84927,-,-,-,-,-,-,-,-,-,3.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1771360441,1.13,6.4,5.78,233.973,36.441,234.067,37.172,34.39850,-119.84925,-,-,-,-,-,-,-,-,-,3.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.57,59.2,1771356650,-,-,-,-,-,-,-,34.3985167,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.6,59.2,1771356631,1.1,6.82,5.98,231.374,39.217,234.95,37.301,34.39850,-119.84927,-,-,-,-,-,-,-,-,-,2.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.6,59.2,1771354831,1.1,6.82,6.1,222.156,41.441,234.755,38.075,34.39850,-119.84927,-,-,-,-,-,-,-,-,-,2.00,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.21,69.6,1771353050,-,-,-,-,-,-,-,34.3984667,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.2,69.6,1771353031,1.07,6.82,6.06,224.392,43.119,235.412,39.604,34.39847,-119.84925,-,-,-,-,-,-,-,-,-,2.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.2,69.6,1771351231,1.04,6.82,6.08,219.529,46.248,233.341,41.053,34.39852,-119.84925,-,-,-,-,-,-,-,-,-,2.40,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.42,71.2,1771349451,-,-,-,-,-,-,-,34.3985167,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.44,71.2,1771349431,1.08,7.3,6.06,220.514,44.515,235.291,40.775,34.39852,-119.84925,-,-,-,-,-,-,-,-,-,1.60,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.44,71.2,1771347631,1.08,7.3,6.02,222.324,40.113,234.076,39.855,34.39852,-119.84925,-,-,-,-,-,-,-,-,-,1.60,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.38,76.8,1771345849,-,-,-,-,-,-,-,34.3985333,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.69,76.8,1771345831,1.04,7.3,5.98,225.951,46.799,231.94,41.025,34.39855,-119.84923,-,-,-,-,-,-,-,-,-,2.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
