Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.07,-0.38,80,1774937988,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.41,80,1774937971,0.36,9.3,3.8,225.232,45.627,201.387,61.378,34.39847,-119.84930,-,-,-,-,-,-,-,-,-,4.00,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.41,80,1774936171,0.35,12.8,3.58,213.898,46.457,204.755,63.414,34.39847,-119.84930,-,-,-,-,-,-,-,-,-,4.40,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,79.2,1774933724,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.41,79.2,1774933711,0.37,11.36,3.64,225.105,40.236,206.825,63.514,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,4.40,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.41,79.2,1774931911,0.38,12.8,3.66,228.704,49.909,205.63,64.052,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,4.00,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,78.4,1774930125,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,78.4,1774930111,0.38,12.8,3.72,221.482,54.239,198.101,66.927,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,4.40,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,78.4,1774928311,0.36,12.8,3.66,223.984,56.909,189.237,68.458,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,5.60,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,76.8,1774926525,-,-,-,-,-,-,-,34.3985000,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,76.8,1774926511,0.36,12.8,4.48,229.764,34.788,213.447,63.643,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,1.20,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,76.8,1774924711,0.34,12.8,4.2,225.056,43.852,211.822,66.6,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,1.20,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.35,72.8,1774922924,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,72.8,1774922911,0.35,5.12,3.98,266.23,46.611,206.169,63.852,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,3.20,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,72.8,1774921111,0.32,12.8,3.86,218.217,41.98,203.199,62.268,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,2.40,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.06,68.8,1774919325,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.09,68.8,1774919311,0.33,12.8,3.62,212.46,40.924,192.715,63.243,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,3.20,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.09,68.8,1774917511,0.33,12.8,3.62,218.71,44.362,204.707,62.524,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,3.20,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.16,65.6,1774915724,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.1,65.6,1774915711,0.34,12.8,3.44,216.854,44.562,192.875,63.49,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,3.60,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.1,65.6,1774913911,0.36,12.8,3.42,212.709,39.714,194.913,62.628,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,4.00,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.47,61.6,1774912124,-,-,-,-,-,-,-,34.3985000,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,61.6,1774912111,0.39,12.8,3.24,220.076,43.131,185.976,64.986,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,5.20,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,61.6,1774910311,0.4,12.8,3.18,212.139,49.878,183.772,64.995,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,6.00,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.04,58.4,1774908524,-,-,-,-,-,-,-,34.3984667,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1774908511,0.4,12.8,3.16,213.923,41.797,181.259,65.03,34.39848,-119.84928,-,-,-,-,-,-,-,-,-,5.60,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,58.4,1774906711,0.39,12.8,3.34,221.728,41.418,181.382,64.583,34.39850,-119.84928,-,-,-,-,-,-,-,-,-,5.20,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,59.2,1774904924,-,-,-,-,-,-,-,34.3985167,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,59.2,1774904911,0.38,12.8,3.22,220.038,48.12,186.321,66.836,34.39852,-119.84930,-,-,-,-,-,-,-,-,-,4.80,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,59.2,1774903111,0.42,2.76,3.02,127.436,31.311,173.051,67.057,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,6.00,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,60.8,1774901324,-,-,-,-,-,-,-,34.3985000,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,60.8,1774901311,0.43,12.8,3.06,220.591,52.235,172.666,67.86,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,6.80,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,60.8,1774899511,0.4,12.8,3.3,224.344,50.98,194.744,68.368,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,6.00,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.18,60.8,1774897725,-,-,-,-,-,-,-,34.3985000,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.7,60.8,1774897711,0.38,12.8,3.18,229.302,45.036,206.405,67.203,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,6.40,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.7,60.8,1774895911,0.37,12.8,3.62,217.82,42.955,213.06,63.066,34.39850,-119.84930,-,-,-,-,-,-,-,-,-,5.60,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.64,64.8,1774894124,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,2.06,65.6,1774894111,0.36,12.8,3.82,207.148,45.283,220.85,63.204,34.39847,-119.84930,-,-,-,-,-,-,-,-,-,4.80,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,2.06,65.6,1774892311,0.37,14.62,4,227.521,54.353,227.699,62.185,34.39847,-119.84930,-,-,-,-,-,-,-,-,-,4.40,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.8,70.4,1774890524,-,-,-,-,-,-,-,34.3984667,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.7,70.4,1774890511,0.36,14.62,4.2,219.62,47.519,233.706,60.227,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.7,70.4,1774888711,0.37,12.8,4.82,217.703,43.418,238.675,55.426,34.39848,-119.84930,-,-,-,-,-,-,-,-,-,1.60,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.04,74.4,1774886925,-,-,-,-,-,-,-,34.3984833,-119.8493000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.55,74.4,1774886911,0.38,12.8,4.78,227.14,38.224,242.547,53.503,34.39848,-119.84928,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.55,74.4,1774885111,0.37,12.8,4.46,216.598,44.373,244.747,52.959,34.39848,-119.84928,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.03,78.4,1774883325,-,-,-,-,-,-,-,34.3984833,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.01,78.4,1774883311,0.39,12.8,4.38,219.163,40.707,242.417,53.394,34.39847,-119.84928,-,-,-,-,-,-,-,-,-,2.00,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.01,78.4,1774881511,0.38,12.8,4.22,216.546,45.033,244.222,52.938,34.39847,-119.84928,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,80.8,1774879724,-,-,-,-,-,-,-,34.3985000,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,80.8,1774879711,0.4,12.8,4.22,212.679,42.695,243.058,51.4,34.39850,-119.84928,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,80.8,1774877911,0.4,12.8,3.92,208.359,43.481,240.876,54.458,34.39850,-119.84928,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.35,80.8,1774876125,-,-,-,-,-,-,-,34.3985167,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,80.8,1774876111,0.39,12.8,4,199.659,41.473,242.669,54.011,34.39852,-119.84928,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,80.8,1774874311,0.41,12.8,3.92,207.359,39.924,244.928,54.136,34.39852,-119.84928,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,80,1774872524,-,-,-,-,-,-,-,34.3985333,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,80.8,1774872511,0.39,4.08,4.22,266.124,37.931,247.872,50.948,34.39852,-119.84927,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,80.8,1774870711,0.41,14.62,4.56,215.519,43.379,246.991,44.548,34.39850,-119.84927,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,80,1774868925,-,-,-,-,-,-,-,34.3984833,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,80,1774868911,0.42,4.26,4.5,265.486,30.64,248.827,43.501,34.39850,-119.84925,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,80,1774867111,0.41,3.92,4.42,263.832,33.618,247.974,44.679,34.39850,-119.84925,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,79.2,1774865324,-,-,-,-,-,-,-,34.3984667,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,79.2,1774865311,0.42,4.08,4.42,265.365,29.116,246.641,45.271,34.39845,-119.84925,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,79.2,1774863511,0.42,4.26,4.36,264.398,29.078,250.235,40.854,34.39845,-119.84925,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.58,79.2,1774861725,-,-,-,-,-,-,-,34.3984500,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,79.2,1774861711,0.41,3.92,4.3,265.486,30.64,248.846,42.629,34.39847,-119.84927,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,79.2,1774859911,0.43,3.64,4.5,265.929,33.787,249.701,43.417,34.39847,-119.84927,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1774858124,-,-,-,-,-,-,-,34.3984500,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1774858111,0.43,4.44,4.52,268.464,32.511,247.962,44.129,34.39847,-119.84928,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1774856311,0.44,4.44,4.32,268.529,36.249,252.09,43.723,34.39847,-119.84928,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,78.4,1774854525,-,-,-,-,-,-,-,34.3984667,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,78.4,1774854511,0.48,4.26,4.34,266.658,35.791,250.044,44.466,34.39847,-119.84927,-,-,-,-,-,-,-,-,-,1.60,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,78.4,1774852711,0.49,4.44,4.48,266.338,30.633,250.606,41.404,34.39847,-119.84927,-,-,-,-,-,-,-,-,-,1.20,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,77.6,1774850925,-,-,-,-,-,-,-,34.3984667,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,77.6,1774850911,0.52,4.44,4.54,267.187,30.71,247.706,41.353,34.39848,-119.84927,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,77.6,1774849111,0.48,4.44,4.56,266.543,24.602,248.638,39.961,34.39848,-119.84927,-,-,-,-,-,-,-,-,-,1.20,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1774847311,0.48,4.44,4.26,267.482,20.748,251.947,37.257,34.39850,-119.84925,-,-,-,-,-,-,-,-,-,1.60,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1774845511,0.49,4.26,4.22,264.811,21.512,249.873,39.35,34.39850,-119.84923,-,-,-,-,-,-,-,-,-,1.60,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.66,77.6,1774847324,-,-,-,-,-,-,-,34.3984833,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76,1774843724,-,-,-,-,-,-,-,34.3985167,-119.8492167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,76,1774843711,0.51,4.44,4.16,269.104,20.248,251.429,37.773,34.39850,-119.84920,-,-,-,-,-,-,-,-,-,1.60,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,76,1774841911,0.52,4.44,4.14,264.438,20.185,249.47,39.618,34.39850,-119.84920,-,-,-,-,-,-,-,-,-,2.00,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,73.6,1774840124,-,-,-,-,-,-,-,34.3985167,-119.8491500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,73.6,1774840111,0.51,4.26,4.18,262.666,26.144,245.847,40.695,34.39852,-119.84915,-,-,-,-,-,-,-,-,-,2.00,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,73.6,1774838311,0.48,4.44,3.86,263.287,21.718,247.545,41.952,34.39858,-119.84907,-,-,-,-,-,-,-,-,-,2.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,68,1774836524,-,-,-,-,-,-,-,34.3986333,-119.8487333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,68,1774836511,0.51,4.08,3.82,262.079,24.58,244.554,44.83,34.39862,-119.84872,-,-,-,-,-,-,-,-,-,3.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,68,1774834711,0.49,4.26,3.76,257.364,31.012,240.871,47.618,34.39857,-119.84862,-,-,-,-,-,-,-,-,-,4.00,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.21,61.6,1774832924,-,-,-,-,-,-,-,34.3985500,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,61.6,1774832911,0.46,4.26,3.82,259.129,28.541,242.71,47.478,34.39855,-119.84860,-,-,-,-,-,-,-,-,-,4.00,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.18,61.6,1774831111,0.44,4.44,3.9,259.579,29.805,244.214,48.436,34.39853,-119.84860,-,-,-,-,-,-,-,-,-,3.60,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.31,54.4,1774829324,-,-,-,-,-,-,-,34.3985500,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,53.6,1774829311,0.44,4.44,3.74,262.929,25.962,250.067,46.279,34.39855,-119.84860,-,-,-,-,-,-,-,-,-,3.60,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,53.6,1774827511,0.43,4.64,3.92,264.302,28.501,246.474,47.841,34.39855,-119.84860,-,-,-,-,-,-,-,-,-,4.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44.8,1774825724,-,-,-,-,-,-,-,34.3985500,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1774825711,0.44,4.64,4.7,257.171,26.965,243.401,40.783,34.39855,-119.84862,-,-,-,-,-,-,-,-,-,1.20,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1774823911,0.43,4.64,4.68,257.893,22.517,242.397,38.678,34.39857,-119.84862,-,-,-,-,-,-,-,-,-,0.80,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1774822124,-,-,-,-,-,-,-,34.3986167,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1774822111,0.46,4.64,4.82,258.321,22.583,241.763,38.1,34.39862,-119.84867,-,-,-,-,-,-,-,-,-,1.20,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1774820311,0.43,4.86,4.7,261.202,25.479,245.271,39.354,34.39862,-119.84872,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1774818524,-,-,-,-,-,-,-,34.3987000,-119.8487833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1774818511,0.45,4.64,4.48,262.942,21.314,250.818,37.794,34.39868,-119.84880,-,-,-,-,-,-,-,-,-,1.20,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1774816711,0.45,4.86,4.52,257.64,33.743,246.451,40.023,34.39863,-119.84908,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1774814924,-,-,-,-,-,-,-,34.3985167,-119.8491833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1774814911,0.48,4.86,4.48,259.392,24.578,246.659,38.248,34.39852,-119.84920,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1774813111,0.51,4.44,4.48,261.552,25.839,249.744,37.333,34.39853,-119.84922,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.04,56,1774811324,-,-,-,-,-,-,-,34.3985167,-119.8492500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.89,56,1774811311,0.55,4.44,4.6,263.959,21.604,251.632,36.765,34.39852,-119.84925,-,-,-,-,-,-,-,-,-,1.60,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.89,56,1774809511,0.55,4.86,4.56,266.025,25.306,255.036,38.343,34.39852,-119.84927,-,-,-,-,-,-,-,-,-,2.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.89,66.4,1774807724,-,-,-,-,-,-,-,34.3985167,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.05,66.4,1774807711,0.55,4.44,4.46,270,31.336,255.82,40.176,34.39853,-119.84927,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.05,66.4,1774805911,0.59,4.64,4.54,265.039,33.879,255.171,41.542,34.39853,-119.84927,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.45,72,1774804124,-,-,-,-,-,-,-,34.3985333,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.44,72,1774804111,0.62,4.64,4.48,262.506,31.703,255.982,41.753,34.39853,-119.84928,-,-,-,-,-,-,-,-,-,1.60,291.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.44,72,1774802311,0.63,4.64,4.54,262.536,34.354,255.575,41.807,34.39853,-119.84928,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.13,76.8,1774800524,-,-,-,-,-,-,-,34.3985333,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.08,76.8,1774800511,0.64,4.64,4.42,265.002,31.098,256.256,40.943,34.39852,-119.84928,-,-,-,-,-,-,-,-,-,1.60,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.08,76.8,1774798711,0.64,5.12,4.62,262.359,28.668,254.427,41.093,34.39852,-119.84928,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.18,79.2,1774796925,-,-,-,-,-,-,-,34.3985167,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.14,79.2,1774796911,0.63,4.86,4.6,264.735,30.005,254.086,40.911,34.39853,-119.84928,-,-,-,-,-,-,-,-,-,1.60,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.14,79.2,1774795111,0.61,4.86,4.54,263.015,32.004,253.632,40.856,34.39853,-119.84928,-,-,-,-,-,-,-,-,-,1.60,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.32,80.8,1774793324,-,-,-,-,-,-,-,34.3985333,-119.8492833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,80.8,1774793311,0.65,4.86,4.7,263.025,28.364,252.801,38.555,34.39855,-119.84927,-,-,-,-,-,-,-,-,-,1.60,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,80.8,1774791511,0.63,4.86,4.74,264.483,29.858,252.309,39.501,34.39855,-119.84927,-,-,-,-,-,-,-,-,-,1.60,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,80,1774789725,-,-,-,-,-,-,-,34.3985500,-119.8492667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.38,80,1774789711,0.61,4.86,4.66,264.732,26.344,254.319,37.586,34.39855,-119.84927,-,-,-,-,-,-,-,-,-,1.20,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
