Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.13,-0.03,43.2,1773946112,-,-,-,-,-,-,-,34.3984833,-119.8492333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,44,1773946099,0.41,14.62,5.38,185.161,39.641,230.244,52.365,34.39850,-119.84923,-,-,-,-,-,-,-,-,-,1.20,194.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,44,1773944299,0.4,12.8,5.7,186.373,39.913,226.852,51.317,34.39850,-119.84922,-,-,-,-,-,-,-,-,-,1.20,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1773942511,-,-,-,-,-,-,-,34.3984833,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1773942499,0.4,14.62,5.78,193.338,42.852,229.831,49.159,34.39850,-119.84915,-,-,-,-,-,-,-,-,-,0.40,177.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1773940699,0.37,14.62,5.2,182.702,47.004,236.207,50.952,34.39853,-119.84907,-,-,-,-,-,-,-,-,-,2.00,171.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.75,62.4,1773938911,-,-,-,-,-,-,-,34.3985333,-119.8488333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.79,62.4,1773938899,0.39,12.8,4.98,179.41,39.731,229.862,51.021,34.39855,-119.84880,-,-,-,-,-,-,-,-,-,0.40,200.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.79,62.4,1773937099,0.4,14.62,5.42,182.429,39.597,228.457,50.011,34.39855,-119.84873,-,-,-,-,-,-,-,-,-,1.60,177.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.16,71.2,1773935312,-,-,-,-,-,-,-,34.3986000,-119.8487000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.68,71.2,1773935299,0.41,14.62,5.46,180.203,33.513,229.874,49.525,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,1.60,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.68,71.2,1773933499,0.39,12.8,5.06,173.733,39.601,235.469,48.164,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,1.60,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.84,76.8,1773931712,-,-,-,-,-,-,-,34.3985833,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.45,76.8,1773931699,0.42,11.36,5.04,209.449,36.304,227.758,51.027,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,2.40,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.45,76.8,1773929899,0.42,12.8,5.02,187.059,32.091,222,49.019,34.39845,-119.84865,-,-,-,-,-,-,-,-,-,2.40,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.37,78.4,1773928112,-,-,-,-,-,-,-,34.3985000,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1773928099,0.37,12.8,4.4,182.183,38.871,223.464,54.872,34.39852,-119.84867,-,-,-,-,-,-,-,-,-,2.40,114.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1773926299,0.4,14.62,4.42,184.11,33.207,214.519,54.754,34.39853,-119.84867,-,-,-,-,-,-,-,-,-,3.20,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1773924511,-,-,-,-,-,-,-,34.3985500,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,78.4,1773924499,0.38,10.24,4.9,227.091,29.046,225.958,49.943,34.39853,-119.84867,-,-,-,-,-,-,-,-,-,2.40,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,78.4,1773922699,0.39,14.62,5.66,191.855,31.695,224.827,45.478,34.39850,-119.84868,-,-,-,-,-,-,-,-,-,0.80,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,77.6,1773920911,-,-,-,-,-,-,-,34.3985000,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1773920899,0.39,14.62,5.58,192.508,29.09,227.57,42.536,34.39850,-119.84867,-,-,-,-,-,-,-,-,-,0.80,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1773919099,0.37,10.24,5.66,225.57,25.177,226.087,42.208,34.39847,-119.84877,-,-,-,-,-,-,-,-,-,0.80,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,77.6,1773917311,-,-,-,-,-,-,-,34.3984167,-119.8488167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,77.6,1773917299,0.41,10.24,5.78,223.264,23.925,225.707,42.267,34.39840,-119.84882,-,-,-,-,-,-,-,-,-,0.80,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,77.6,1773915499,0.38,14.62,5.32,190.292,35.347,225,44.418,34.39840,-119.84908,-,-,-,-,-,-,-,-,-,0.80,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.53,76.8,1773913712,-,-,-,-,-,-,-,34.3984500,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,76.8,1773913699,0.39,14.62,5.26,183.425,37.539,225.233,45.826,34.39845,-119.84917,-,-,-,-,-,-,-,-,-,0.80,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,76.8,1773911899,0.39,12.8,5.18,196.771,40.894,227.267,46.963,34.39845,-119.84918,-,-,-,-,-,-,-,-,-,0.80,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1773910099,0.39,14.62,5.48,190.273,37.674,225.716,46.996,34.39845,-119.84918,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1773908299,0.38,14.62,5.38,191.405,35.252,223.671,47.563,34.39845,-119.84918,-,-,-,-,-,-,-,-,-,0.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,76.8,1773910112,-,-,-,-,-,-,-,34.3984500,-119.8492000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76,1773906512,-,-,-,-,-,-,-,34.3984500,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,76,1773906499,0.39,14.62,6.06,196.3,37.994,222.582,46.423,34.39843,-119.84915,-,-,-,-,-,-,-,-,-,0.80,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,76,1773904699,0.37,14.62,5.78,181.211,37.475,223.076,48.729,34.39837,-119.84903,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.59,75.2,1773902911,-,-,-,-,-,-,-,34.3984167,-119.8489333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,75.2,1773902899,0.38,14.62,6.82,185.034,33.965,217.444,45.598,34.39843,-119.84893,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,75.2,1773901099,0.4,14.62,7,177.314,30.824,208.866,46.959,34.39847,-119.84877,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,74.4,1773899311,-,-,-,-,-,-,-,34.3985167,-119.8487167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,74.4,1773899299,0.35,14.62,6.94,181.18,30.905,212.654,47.285,34.39853,-119.84872,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,74.4,1773897499,0.39,12.8,7.54,184.546,42.29,210.47,48.487,34.39855,-119.84865,-,-,-,-,-,-,-,-,-,0.00,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.68,72,1773895712,-,-,-,-,-,-,-,34.3985500,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.39,72,1773895699,0.37,14.62,7.42,168.356,37.179,205.821,50.864,34.39855,-119.84860,-,-,-,-,-,-,-,-,-,0.00,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.39,72,1773893899,0.37,14.62,7.22,163.072,42.218,205.228,53.632,34.39853,-119.84857,-,-,-,-,-,-,-,-,-,0.40,177.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.43,68.8,1773892112,-,-,-,-,-,-,-,34.3985000,-119.8485667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,69.6,1773892099,0.34,14.62,6.78,182.566,39.346,213.821,51.543,34.39850,-119.84855,-,-,-,-,-,-,-,-,-,0.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,69.6,1773890299,0.35,14.62,6.5,181.583,38.144,212.464,52.34,34.39850,-119.84853,-,-,-,-,-,-,-,-,-,0.00,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,63.2,1773888511,-,-,-,-,-,-,-,34.3985000,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,63.2,1773888499,0.34,14.62,6.88,170.063,38.344,206.656,54.28,34.39850,-119.84852,-,-,-,-,-,-,-,-,-,0.00,165.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,63.2,1773886699,0.35,14.62,6.72,177.669,32.273,211.9,53.491,34.39850,-119.84852,-,-,-,-,-,-,-,-,-,0.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.15,54.4,1773884911,-,-,-,-,-,-,-,34.3985000,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.06,54.4,1773884899,0.35,14.62,6.98,170.12,32.669,203.29,53.37,34.39850,-119.84852,-,-,-,-,-,-,-,-,-,0.00,171.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.06,54.4,1773883099,0.35,14.62,6.54,174.06,31.37,206.783,52.832,34.39850,-119.84852,-,-,-,-,-,-,-,-,-,0.00,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48,1773881311,-,-,-,-,-,-,-,34.3985167,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48,1773881299,0.33,14.62,5.84,170.482,34.217,211.202,55.871,34.39853,-119.84852,-,-,-,-,-,-,-,-,-,0.00,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48,1773879499,0.35,14.62,5.68,179.439,36.357,219.977,54.675,34.39853,-119.84852,-,-,-,-,-,-,-,-,-,0.80,194.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1773877711,-,-,-,-,-,-,-,34.3985667,-119.8485667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1773877699,0.35,14.62,6.46,179.402,32.14,217.226,51.384,34.39858,-119.84857,-,-,-,-,-,-,-,-,-,0.40,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1773875899,0.37,14.62,6.42,183.694,32.956,214.59,50.965,34.39862,-119.84858,-,-,-,-,-,-,-,-,-,0.40,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773874111,-,-,-,-,-,-,-,34.3986167,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773874099,0.34,14.62,6.04,188.778,36.754,222.416,52.35,34.39863,-119.84862,-,-,-,-,-,-,-,-,-,0.40,97.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773872299,0.34,14.62,5.54,186.92,38.101,217.053,54.358,34.39865,-119.84863,-,-,-,-,-,-,-,-,-,0.40,205.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,31.2,1773870511,-,-,-,-,-,-,-,34.3985667,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,31.2,1773870499,0.35,14.62,5.4,195.044,32.806,221.665,51.626,34.39857,-119.84862,-,-,-,-,-,-,-,-,-,0.80,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,31.2,1773868699,0.36,14.62,6.12,191.862,28.649,217.591,49.834,34.39863,-119.84867,-,-,-,-,-,-,-,-,-,0.80,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773866911,-,-,-,-,-,-,-,34.3987167,-119.8488000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773866899,0.35,14.62,5.82,188.284,34.293,219.969,50.291,34.39872,-119.84882,-,-,-,-,-,-,-,-,-,0.40,302.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,32,1773865099,0.34,14.62,5.66,182.347,32.864,220.167,50.258,34.39858,-119.84903,-,-,-,-,-,-,-,-,-,0.40,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,36,1773863311,-,-,-,-,-,-,-,34.3984833,-119.8490500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,36,1773863299,0.38,14.62,6.32,184.907,31.827,215.057,48.854,34.39850,-119.84905,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,36,1773861499,0.36,14.62,5.72,178.296,40.029,230.923,49.315,34.39853,-119.84907,-,-,-,-,-,-,-,-,-,0.80,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,41.6,1773859711,-,-,-,-,-,-,-,34.3985500,-119.8490500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,41.6,1773859699,0.38,14.62,5.96,197.668,35.466,233.658,45.865,34.39857,-119.84905,-,-,-,-,-,-,-,-,-,0.80,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,41.6,1773857899,0.36,6.02,5.9,256.997,18.643,235.379,46.718,34.39862,-119.84900,-,-,-,-,-,-,-,-,-,0.40,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.52,47.2,1773856112,-,-,-,-,-,-,-,34.3986167,-119.8489167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.55,47.2,1773856099,0.37,14.62,6,183.05,37.134,225.971,50.485,34.39860,-119.84890,-,-,-,-,-,-,-,-,-,0.40,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.55,47.2,1773854299,0.37,14.62,5.78,185.223,43.732,235.415,48.458,34.39860,-119.84883,-,-,-,-,-,-,-,-,-,0.40,91.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.54,56.8,1773852511,-,-,-,-,-,-,-,34.3986000,-119.8487833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.36,56.8,1773852499,0.4,14.62,5.98,192.33,39.325,233.376,45.6,34.39860,-119.84878,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.36,56.8,1773850699,0.4,14.62,6.4,172.167,31.012,222.377,49.997,34.39860,-119.84873,-,-,-,-,-,-,-,-,-,0.40,314.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.97,67.2,1773848912,-,-,-,-,-,-,-,34.3985833,-119.8486833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.02,67.2,1773848899,0.4,14.62,6.14,187.632,36.694,231.044,47.944,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,1.02,67.2,1773847099,0.4,14.62,5.94,182.58,35.932,230.789,47.87,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.43,73.6,1773845312,-,-,-,-,-,-,-,34.3985667,-119.8486500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.48,73.6,1773845299,0.42,6.02,5.78,257.198,16.739,234.402,47.829,34.39855,-119.84863,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.48,73.6,1773843499,0.38,5.68,5.5,261.326,18.776,239.891,45.412,34.39857,-119.84863,-,-,-,-,-,-,-,-,-,0.40,205.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.39,78.4,1773841699,0.36,14.62,5.7,185.767,37.312,233.114,46.133,34.39855,-119.84863,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.39,78.4,1773839899,0.37,14.62,5.48,190.525,36.473,239.036,43.448,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.40,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.55,78.4,1773841712,-,-,-,-,-,-,-,34.3985500,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.37,77.6,1773838112,-,-,-,-,-,-,-,34.3985333,-119.8486333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,77.6,1773838099,0.36,14.62,5.44,186.409,35.724,235.647,44.135,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.80,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,77.6,1773836299,0.36,6.02,5.56,255.453,16.728,237.857,41.862,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,77.6,1773834512,-,-,-,-,-,-,-,34.3985333,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,77.6,1773834499,0.39,14.62,5.74,188.38,33.893,234.58,42.99,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,77.6,1773832699,0.36,14.62,5.74,193.594,30.223,233.95,41.514,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.40,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76.8,1773830912,-,-,-,-,-,-,-,34.3985167,-119.8486333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1773830899,0.39,6.02,5.84,253.74,17.552,235.236,39.171,34.39852,-119.84865,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1773829099,0.38,6.4,5.48,252.667,15.24,239.599,40.4,34.39852,-119.84865,-,-,-,-,-,-,-,-,-,0.40,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,76.8,1773827312,-,-,-,-,-,-,-,34.3985000,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1773827299,0.4,14.62,5.8,197.768,25.197,236.23,38.239,34.39848,-119.84867,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1773825499,0.43,6.4,6.1,250.685,18.881,234.303,41.677,34.39845,-119.84873,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76,1773823712,-,-,-,-,-,-,-,34.3984333,-119.8488833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,76,1773823699,0.44,6.4,5.94,253.462,20.809,235.178,42.295,34.39843,-119.84892,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,76,1773821899,0.46,14.62,5.94,187.983,30.452,236.649,41.903,34.39845,-119.84902,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,75.2,1773820112,-,-,-,-,-,-,-,34.3984500,-119.8490667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,75.2,1773820099,0.43,14.62,6.04,179.518,35.009,230.871,45.166,34.39843,-119.84905,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,75.2,1773818299,0.39,14.62,5.56,183.487,34.406,234.868,45.139,34.39840,-119.84905,-,-,-,-,-,-,-,-,-,0.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,74.4,1773816499,0.41,14.62,5.52,183.976,39.583,238.659,45.271,34.39842,-119.84908,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,74.4,1773814699,0.41,14.62,5.74,169.491,43.421,233.149,50.945,34.39850,-119.84903,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,74.4,1773816512,-,-,-,-,-,-,-,34.3984000,-119.8491000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,73.6,1773812911,-,-,-,-,-,-,-,34.3984667,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,73.6,1773812899,0.44,14.62,6.32,174.534,34.288,226.373,48.973,34.39847,-119.84895,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,73.6,1773811099,0.42,14.62,6.22,170.699,36.384,224.212,51.068,34.39843,-119.84885,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,71.2,1773809312,-,-,-,-,-,-,-,34.3984667,-119.8487833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,71.2,1773809299,0.44,14.62,6.48,167.8,34.938,217.834,51.703,34.39848,-119.84877,-,-,-,-,-,-,-,-,-,0.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,71.2,1773807499,0.46,14.62,7.32,161.485,26.918,197.896,51.777,34.39852,-119.84870,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,68,1773805712,-,-,-,-,-,-,-,34.3985333,-119.8486667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.39,68,1773805699,0.43,14.62,6.64,166.797,29.827,211.367,51.546,34.39853,-119.84865,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.39,68,1773803899,0.38,14.62,6.28,167.249,36.886,213.833,54.807,34.39853,-119.84863,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.38,60.8,1773802112,-,-,-,-,-,-,-,34.3985333,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,60.8,1773802099,0.42,14.62,6.68,164.871,34.357,205.463,53.232,34.39853,-119.84858,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,60.8,1773800299,0.42,14.62,6.64,167.571,30.979,208.372,52.378,34.39853,-119.84858,-,-,-,-,-,-,-,-,-,0.40,171.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.24,50.4,1773798511,-,-,-,-,-,-,-,34.3985333,-119.8485833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
