Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.1,-0.46,69.6,1770344624,-,-,-,-,-,-,-,34.3984833,-119.8486500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,69.6,1770344610,0.9,12.8,9.56,220.27,13.465,220.601,24.276,34.39847,-119.84868,-,-,-,-,-,-,-,-,-,2.40,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,69.6,1770342810,1.08,12.8,10.14,222.528,12.13,222.225,21.742,34.39847,-119.84868,-,-,-,-,-,-,-,-,-,2.00,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.45,60.8,1770341010,0.96,11.36,9.46,223.494,13.347,221.496,23.459,34.39842,-119.84870,-,-,-,-,-,-,-,-,-,2.80,165.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.45,60.8,1770339210,0.96,12.8,9.7,219.717,14.415,220.215,24.115,34.39838,-119.84880,-,-,-,-,-,-,-,-,-,2.40,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.32,60.8,1770341024,-,-,-,-,-,-,-,34.3984333,-119.8486833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.1,56,1770337424,-,-,-,-,-,-,-,34.3983667,-119.8490000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,56,1770337410,0.9,12.8,9.18,222.507,14.197,223.283,25.666,34.39838,-119.84900,-,-,-,-,-,-,-,-,-,3.20,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,56,1770335610,0.92,12.8,8.96,223.479,15.545,222.03,28.022,34.39842,-119.84917,-,-,-,-,-,-,-,-,-,2.80,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,0.49,60.8,1770333823,-,-,-,-,-,-,-,34.3984833,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.07,60.8,1770333810,0.91,12.8,8.82,225.245,14.247,223.216,27.124,34.39850,-119.84917,-,-,-,-,-,-,-,-,-,2.80,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.07,60.8,1770332010,0.83,12.8,8.86,224.176,16.026,223.338,27.874,34.39853,-119.84913,-,-,-,-,-,-,-,-,-,2.80,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,0.2,54.4,1770328388,-,-,-,-,-,-,-,34.3984667,-119.8491000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,54.4,1770328369,0.81,12.8,10.3,224.121,18.764,223.356,26.71,34.39847,-119.84910,-,-,-,-,-,-,-,-,-,1.20,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,54.4,1770326569,0.77,12.8,9.8,223.913,18.632,221.855,27.843,34.39848,-119.84912,-,-,-,-,-,-,-,-,-,0.80,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,0.73,48.8,1770324788,-,-,-,-,-,-,-,34.3985000,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.04,48.8,1770324769,0.75,12.8,9.82,222.035,18.314,221.162,28.333,34.39848,-119.84915,-,-,-,-,-,-,-,-,-,1.20,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.04,48.8,1770322969,0.78,12.8,9.94,222.994,14.586,219.806,26.474,34.39845,-119.84915,-,-,-,-,-,-,-,-,-,0.80,342.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,49.6,1770321169,0.63,12.8,8.74,225.881,19.241,220.306,31.929,34.39848,-119.84915,-,-,-,-,-,-,-,-,-,1.20,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,49.6,1770319369,0.69,12.8,8.94,222.205,20.558,217.939,31.484,34.39862,-119.84905,-,-,-,-,-,-,-,-,-,0.80,85.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.11,49.6,1770321188,-,-,-,-,-,-,-,34.3984667,-119.8491500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.63,48.8,1770317588,-,-,-,-,-,-,-,34.3986000,-119.8489000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.63,48.8,1770317569,0.62,12.8,8.38,220.337,19.199,218.817,32.983,34.39860,-119.84888,-,-,-,-,-,-,-,-,-,1.60,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.63,48.8,1770315769,0.66,12.8,8.98,222.108,21.199,218.783,31.491,34.39858,-119.84875,-,-,-,-,-,-,-,-,-,0.80,131.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.55,57.6,1770313987,-,-,-,-,-,-,-,34.3985167,-119.8487000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.5,58.4,1770313969,0.62,12.8,8.46,221.739,22.401,218.157,32.874,34.39853,-119.84870,-,-,-,-,-,-,-,-,-,0.80,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.5,58.4,1770312169,0.52,12.8,7.76,218.924,21.85,213.956,34.468,34.39853,-119.84873,-,-,-,-,-,-,-,-,-,0.80,171.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.75,69.6,1770310388,-,-,-,-,-,-,-,34.3985333,-119.8487167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.77,69.6,1770310369,0.55,12.8,7.84,219.79,21.64,215.031,34.136,34.39855,-119.84870,-,-,-,-,-,-,-,-,-,1.20,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.77,69.6,1770308569,0.51,14.62,6.8,214.011,22.776,212.991,38.235,34.39855,-119.84870,-,-,-,-,-,-,-,-,-,0.80,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.31,74.4,1770306788,-,-,-,-,-,-,-,34.3985500,-119.8487000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.35,74.4,1770306769,0.51,12.8,6.78,215.509,22.593,211.113,38.705,34.39855,-119.84872,-,-,-,-,-,-,-,-,-,0.40,205.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.35,74.4,1770304969,0.48,12.8,6.7,217.267,21.463,213.236,37.438,34.39853,-119.84872,-,-,-,-,-,-,-,-,-,1.60,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.67,76.8,1770303188,-,-,-,-,-,-,-,34.3985167,-119.8487333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,76.8,1770303169,0.47,14.62,6.66,213.396,26.023,213.591,37.771,34.39852,-119.84875,-,-,-,-,-,-,-,-,-,1.20,154.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.36,76.8,1770301369,0.49,14.62,6.74,211.883,22.946,211.612,37.561,34.39857,-119.84880,-,-,-,-,-,-,-,-,-,1.60,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.35,76,1770299588,-,-,-,-,-,-,-,34.3985833,-119.8489000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,76,1770299569,0.52,14.62,6.98,210.641,22.55,213.068,36.326,34.39857,-119.84892,-,-,-,-,-,-,-,-,-,1.60,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,76,1770297769,0.49,14.62,7.22,207.623,22.421,211.848,36.877,34.39850,-119.84902,-,-,-,-,-,-,-,-,-,0.00,200.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.39,76.8,1770295988,-,-,-,-,-,-,-,34.3984667,-119.8490833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76.8,1770295969,0.48,14.62,7.84,212.811,20.456,219.024,34.7,34.39848,-119.84908,-,-,-,-,-,-,-,-,-,0.00,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76.8,1770294169,0.46,12.8,8.4,215.46,22.675,218.2,34.641,34.39848,-119.84910,-,-,-,-,-,-,-,-,-,0.00,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76.8,1770292388,-,-,-,-,-,-,-,34.3984667,-119.8491500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1770292369,0.5,11.36,9.22,222.437,19.335,220.928,30.695,34.39848,-119.84915,-,-,-,-,-,-,-,-,-,0.00,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76.8,1770290569,0.41,12.8,8.3,218.374,27.296,224.56,35.244,34.39850,-119.84915,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,76.8,1770288788,-,-,-,-,-,-,-,34.3984667,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1770288769,0.46,14.62,8.76,211.859,26.777,221.841,33.61,34.39845,-119.84917,-,-,-,-,-,-,-,-,-,0.40,165.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1770286969,0.47,11.36,8.8,223.309,23.833,221.262,33.696,34.39845,-119.84915,-,-,-,-,-,-,-,-,-,0.40,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,76,1770285188,-,-,-,-,-,-,-,34.3984000,-119.8491500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,76,1770285169,0.43,11.36,8.06,224.347,24.257,224.609,35.309,34.39842,-119.84915,-,-,-,-,-,-,-,-,-,0.40,200.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,76,1770283369,0.44,11.36,8.2,221.805,29.425,221.859,37.812,34.39847,-119.84913,-,-,-,-,-,-,-,-,-,0.40,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1770281588,-,-,-,-,-,-,-,34.3984333,-119.8490833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1770281569,0.46,11.36,8.42,226.936,22.843,222.302,36.865,34.39845,-119.84907,-,-,-,-,-,-,-,-,-,0.40,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1770279769,0.49,11.36,8.22,224.789,19.954,220.548,36.105,34.39847,-119.84898,-,-,-,-,-,-,-,-,-,0.80,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,76,1770277988,-,-,-,-,-,-,-,34.3985333,-119.8489333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76,1770277969,0.48,10.24,8,230.361,18.663,222.184,36.048,34.39855,-119.84892,-,-,-,-,-,-,-,-,-,0.80,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76,1770276169,0.45,10.24,7.3,225.631,19.485,218.558,38.325,34.39855,-119.84880,-,-,-,-,-,-,-,-,-,0.80,154.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,76,1770274388,-,-,-,-,-,-,-,34.3985333,-119.8487167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,76,1770274369,0.46,11.36,7.66,224.658,22.007,220.314,35.891,34.39852,-119.84872,-,-,-,-,-,-,-,-,-,0.80,148.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,76,1770272569,0.49,12.8,7.96,218.544,24.326,215.414,36.881,34.39852,-119.84868,-,-,-,-,-,-,-,-,-,0.80,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,75.2,1770270788,-,-,-,-,-,-,-,34.3985167,-119.8486333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,75.2,1770270769,0.43,12.8,6.98,217.933,21.886,218.694,39.05,34.39850,-119.84863,-,-,-,-,-,-,-,-,-,0.40,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,75.2,1770268969,0.44,12.8,6.9,219.268,20.762,215.136,39.479,34.39850,-119.84862,-,-,-,-,-,-,-,-,-,0.40,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,74.4,1770267187,-,-,-,-,-,-,-,34.3985167,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,74.4,1770267169,0.46,12.8,6.74,219.829,20.569,214.462,40.954,34.39852,-119.84860,-,-,-,-,-,-,-,-,-,0.40,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,74.4,1770265369,0.46,12.8,6.42,216.579,22.171,212.424,42.586,34.39850,-119.84860,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.35,72.8,1770263588,-,-,-,-,-,-,-,34.3985000,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,72.8,1770263569,0.45,12.8,6.4,217.405,25.681,212.229,45.04,34.39850,-119.84858,-,-,-,-,-,-,-,-,-,0.40,205.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,72.8,1770261769,0.49,10.24,6.74,227.084,18.055,216.378,42.223,34.39847,-119.84858,-,-,-,-,-,-,-,-,-,0.40,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.61,68.8,1770259987,-,-,-,-,-,-,-,34.3985000,-119.8485667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,68.8,1770259969,0.48,12.8,6.74,217.272,22.909,215.061,41.568,34.39850,-119.84857,-,-,-,-,-,-,-,-,-,0.80,291.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,68.8,1770258169,0.44,10.24,6.62,227.778,19.657,218.316,43.436,34.39850,-119.84857,-,-,-,-,-,-,-,-,-,0.00,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,61.6,1770256388,-,-,-,-,-,-,-,34.3985000,-119.8485833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,61.6,1770256369,0.47,11.36,6.78,219.69,20.867,213.408,43.221,34.39848,-119.84860,-,-,-,-,-,-,-,-,-,1.20,280.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.32,61.6,1770254569,0.45,10.24,6.58,226.391,19.909,220.942,43.406,34.39848,-119.84860,-,-,-,-,-,-,-,-,-,0.40,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.04,54.4,1770252788,-,-,-,-,-,-,-,34.3985000,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,54.4,1770252769,0.47,10.24,6.82,223.199,28.11,222.112,44.403,34.39850,-119.84860,-,-,-,-,-,-,-,-,-,0.40,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.05,54.4,1770250969,0.5,11.36,7.46,221.504,26.206,218.353,41.283,34.39850,-119.84860,-,-,-,-,-,-,-,-,-,0.40,165.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48.8,1770249188,-,-,-,-,-,-,-,34.3984667,-119.8486333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48.8,1770249169,0.49,10.24,7.28,225.3,22.517,218.565,41.308,34.39845,-119.84865,-,-,-,-,-,-,-,-,-,0.40,154.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,48.8,1770247369,0.47,12.8,7.44,216.437,24.947,221.943,40.374,34.39838,-119.84880,-,-,-,-,-,-,-,-,-,0.40,165.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1770245588,-,-,-,-,-,-,-,34.3984333,-119.8490667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1770245569,0.54,11.36,8.1,221.916,20.185,222.911,34.807,34.39843,-119.84907,-,-,-,-,-,-,-,-,-,0.40,182.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1770243769,0.54,12.8,7.98,222.922,17.545,225,35.052,34.39845,-119.84913,-,-,-,-,-,-,-,-,-,0.40,200.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40,1770241988,-,-,-,-,-,-,-,34.3984667,-119.8492000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40,1770241969,0.53,10.24,8.02,229.679,21.115,227.541,36.689,34.39847,-119.84922,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40,1770240169,0.57,12.8,8.32,222.014,23.524,227.1,33.408,34.39847,-119.84922,-,-,-,-,-,-,-,-,-,0.40,57.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40.8,1770238388,-,-,-,-,-,-,-,34.3984833,-119.8492167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40.8,1770238369,0.55,12.8,8.26,217.886,21.976,225.345,35.883,34.39848,-119.84922,-,-,-,-,-,-,-,-,-,0.00,45.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,40.8,1770236569,0.53,11.36,7.96,216.504,26.999,224.949,38.801,34.39848,-119.84922,-,-,-,-,-,-,-,-,-,0.40,57.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,44.8,1770234788,-,-,-,-,-,-,-,34.3984833,-119.8492167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,45.6,1770234769,0.56,11.36,8.06,222.607,21.888,225.986,35.936,34.39850,-119.84922,-,-,-,-,-,-,-,-,-,0.40,354.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,45.6,1770232969,0.57,12.8,8.44,221.969,21.711,225.92,34.586,34.39850,-119.84920,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1770231188,-,-,-,-,-,-,-,34.3985167,-119.8491833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1770231169,0.53,12.8,8.02,224.188,21.892,228.303,35.888,34.39852,-119.84917,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,54.4,1770229369,0.54,12.8,8.26,218.496,24.408,224.754,35.883,34.39852,-119.84917,-,-,-,-,-,-,-,-,-,0.40,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.15,62.4,1770226189,-,-,-,-,-,-,-,34.3985500,-119.8491167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.1,63.2,1770226171,0.57,12.8,8.52,214.933,22.152,223.168,32.105,34.39853,-119.84910,-,-,-,-,-,-,-,-,-,0.00,102.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.1,63.2,1770224371,0.54,12.8,8.28,222.282,23.165,227.215,32.366,34.39853,-119.84897,-,-,-,-,-,-,-,-,-,0.00,45.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.73,71.2,1770222588,-,-,-,-,-,-,-,34.3984833,-119.8488500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.71,71.2,1770222571,0.61,12.8,8.76,222.29,18.102,225.897,27.66,34.39850,-119.84885,-,-,-,-,-,-,-,-,-,0.00,22.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.71,71.2,1770220771,0.55,11.36,8.36,223.095,20.543,226.008,29.866,34.39850,-119.84880,-,-,-,-,-,-,-,-,-,0.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.99,76,1770218990,-,-,-,-,-,-,-,34.3985000,-119.8487833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.85,76,1770218971,0.57,12.8,8.38,222.394,19.447,226.283,29.857,34.39852,-119.84882,-,-,-,-,-,-,-,-,-,0.40,160.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.85,76,1770217171,0.56,12.8,8.44,218.697,19.111,225.324,30.703,34.39855,-119.84888,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,76.8,1770215388,-,-,-,-,-,-,-,34.3985833,-119.8488167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
